4000 5 512 20 0
76	92	39	90	53
85	45	74	13	17
54	68	79	70	14
85	39	27	94	5
66	38	25	57	43
41	34	43	82	25
61	9	83	65	50
54	50	23	74	56
75	92	69	90	33
92	31	3	98	16
62	84	31	90	64
37	55	48	49	83
42	87	3	17	76
89	79	78	43	15
44	93	97	88	85
30	54	88	22	20
28	63	62	4	18
26	90	33	28	16
19	20	63	62	13
68	76	54	80	53
28	3	30	76	92
72	15	69	43	84
89	43	34	5	63
77	52	80	78	87
96	85	5	68	2
91	98	9	74	29
24	40	6	48	32
10	66	81	96	8
63	9	24	18	80
75	14	75	79	1
79	9	65	66	87
64	83	90	26	32
14	51	63	91	86
94	82	24	83	55
2	39	28	62	13
63	49	13	91	14
4	87	18	19	75
61	3	72	89	56
14	36	78	75	13
49	55	99	28	88
88	48	66	37	64
10	34	10	32	28
12	36	44	30	89
36	36	92	18	17
81	5	45	64	21
76	76	74	37	82
63	72	93	42	34
26	84	36	99	58
10	79	5	57	5
19	92	60	93	34
94	82	84	71	2
49	54	20	100	66
45	14	53	2	66
27	28	43	76	37
26	21	88	63	47
72	4	27	64	52
68	55	59	33	99
32	86	27	16	87
47	10	52	42	86
68	45	77	61	99
22	7	72	66	90
14	95	30	16	73
62	33	80	62	68
34	46	55	54	31
16	17	42	54	56
38	20	25	6	75
49	19	93	83	36
64	52	82	45	15
98	47	72	16	86
69	31	37	82	90
47	100	50	73	17
58	51	53	46	93
96	100	22	15	42
77	95	24	3	21
69	92	2	87	79
69	57	65	65	23
82	78	100	40	7
56	33	87	69	51
29	56	68	79	91
92	25	71	25	96
80	49	24	62	68
42	88	53	53	96
97	58	42	9	5
98	51	37	83	13
61	63	83	76	96
75	58	59	4	45
59	25	51	69	82
40	64	40	92	62
94	78	21	72	61
95	14	2	90	1
79	15	31	61	8
96	47	14	42	59
21	95	25	70	71
71	91	85	6	96
30	91	33	31	46
56	25	37	35	9
42	99	48	42	91
80	17	22	1	96
69	14	85	58	44
11	4	50	87	96
8	84	50	13	24
90	40	90	79	92
44	100	93	41	30
90	22	56	76	8
52	57	32	3	25
94	28	93	37	2
30	91	9	3	62
18	40	99	55	98
85	46	12	7	43
38	23	29	10	78
65	81	13	6	29
76	12	5	72	11
37	62	20	76	69
19	9	30	66	10
54	92	91	77	81
15	43	95	74	34
53	7	73	47	70
3	84	27	25	50
7	16	17	42	86
94	46	32	32	85
32	16	8	46	48
52	83	77	81	35
62	81	52	11	91
84	22	68	56	100
27	98	55	16	80
20	14	75	61	16
85	15	17	66	19
41	5	70	88	39
40	47	64	15	39
76	80	85	72	64
19	83	56	43	4
51	70	52	23	5
64	13	63	5	57
93	11	16	83	28
30	26	27	40	67
43	78	26	24	74
86	95	82	10	37
99	99	34	15	54
16	27	64	35	83
31	67	53	68	82
35	55	71	53	53
26	79	32	46	92
36	78	72	81	91
33	90	84	55	57
48	84	68	98	77
34	78	80	65	49
92	100	17	87	5
58	66	46	22	83
28	73	70	54	31
75	80	22	69	10
22	8	42	31	86
50	30	71	85	91
52	95	88	73	64
89	15	61	74	59
18	71	47	27	24
13	18	33	46	29
65	98	65	5	88
25	18	44	35	64
25	97	5	29	6
67	95	7	11	46
25	42	98	100	57
19	37	14	60	90
64	6	4	44	73
97	79	60	53	58
73	55	36	45	96
47	18	50	1	62
36	42	100	97	66
72	12	1	90	74
81	14	43	94	21
95	52	87	19	59
52	5	78	58	9
83	33	44	67	36
37	93	96	9	77
77	80	36	42	41
85	42	59	13	7
8	44	24	72	94
20	100	32	52	2
13	48	9	41	63
59	24	77	89	12
87	30	57	53	88
18	72	21	57	93
21	54	9	11	49
46	86	84	73	75
96	91	48	63	50
66	71	62	82	5
24	29	38	85	61
17	65	56	48	85
44	64	70	50	8
85	45	43	83	95
8	63	36	63	30
50	94	42	36	67
100	66	74	62	18
3	39	26	18	73
17	16	69	1	82
96	62	70	70	88
36	1	7	28	24
87	15	6	60	85
96	47	84	65	66
86	98	33	22	22
74	97	37	35	19
13	26	63	17	28
13	95	9	59	62
81	95	59	22	100
80	38	49	58	26
86	60	71	96	77
17	86	29	8	43
7	84	8	27	78
11	80	4	17	83
86	86	99	62	29
99	23	4	11	70
10	78	29	41	89
91	74	97	50	3
60	49	23	90	55
14	59	52	49	21
80	47	94	18	15
100	94	1	50	38
40	24	71	93	44
17	77	40	83	6
50	75	82	87	51
92	43	32	59	15
73	17	28	68	54
61	62	47	15	35
99	49	6	7	18
61	49	83	83	32
84	96	60	32	54
6	56	46	88	17
39	30	94	14	58
73	4	77	41	76
28	42	75	32	33
89	74	75	75	35
79	98	32	66	5
71	47	39	52	90
18	20	56	91	84
16	11	69	24	37
17	5	66	54	76
33	22	21	4	47
90	2	94	11	21
18	16	58	12	75
50	96	14	55	8
80	49	71	93	63
42	67	81	95	46
40	97	99	11	4
51	36	60	29	16
87	38	80	3	90
82	23	29	93	95
9	82	57	51	39
99	6	74	29	8
79	73	21	74	94
26	13	54	93	3
42	42	49	34	2
36	89	17	19	72
18	80	84	15	73
80	1	55	22	96
5	33	82	43	5
64	75	28	87	89
52	66	98	62	48
56	63	69	82	67
5	30	51	83	30
3	56	79	38	44
32	7	86	88	92
6	81	64	13	65
22	32	28	30	33
99	89	86	70	26
59	3	9	4	60
40	43	8	21	95
70	41	37	41	91
59	86	88	64	13
18	63	18	55	86
2	41	56	75	67
81	15	24	43	17
84	60	61	73	62
17	44	41	75	50
9	64	13	19	34
64	96	69	87	65
71	21	64	62	39
72	58	10	42	80
95	47	34	32	91
51	67	31	69	49
39	15	61	57	66
67	59	78	2	74
11	22	32	68	59
92	99	38	6	54
69	23	49	13	27
53	53	45	42	47
47	19	48	83	9
24	95	32	23	72
43	74	18	15	52
72	15	56	99	100
96	80	98	3	96
36	55	37	78	53
59	53	97	51	23
44	94	57	17	4
4	46	46	26	85
27	54	79	87	25
66	92	54	32	7
78	18	49	15	78
17	58	47	6	85
92	27	16	75	21
59	9	16	15	2
32	79	13	70	17
63	17	95	31	21
15	83	5	27	81
24	47	59	61	48
98	78	16	88	57
38	72	48	14	33
28	82	89	55	22
57	28	48	60	30
19	78	62	5	38
5	36	26	11	30
93	80	4	28	71
53	85	52	28	92
74	59	7	42	55
82	10	59	13	97
91	60	51	26	31
63	91	64	81	53
48	21	4	97	76
48	99	81	97	88
99	48	87	56	40
82	61	45	94	92
3	34	55	93	33
43	11	25	21	79
54	67	46	79	12
65	13	27	77	17
29	37	87	35	6
16	36	90	84	75
92	33	67	99	79
70	40	95	98	68
71	52	78	92	31
71	13	64	7	3
79	50	88	33	43
96	27	37	62	63
45	78	13	51	92
2	92	52	47	6
44	91	43	96	25
97	73	9	14	27
64	48	67	93	5
54	26	25	21	55
45	21	63	21	30
54	91	47	93	44
63	99	90	76	77
33	9	44	63	50
14	38	90	71	90
81	70	24	6	51
55	8	54	81	25
66	59	30	92	73
44	66	76	40	42
27	79	56	3	45
69	93	1	78	98
81	96	60	40	93
3	71	87	33	24
32	45	81	16	73
21	27	13	94	9
63	94	2	77	58
15	48	72	50	4
41	89	33	67	24
82	73	51	4	85
90	43	59	38	10
48	24	77	100	49
83	37	60	100	9
14	82	73	45	43
26	76	82	12	17
71	61	79	91	33
25	66	9	74	61
36	87	80	35	51
95	14	67	3	48
30	74	9	99	4
66	76	78	9	28
61	28	29	62	40
78	27	54	83	22
76	97	9	11	9
63	32	1	5	46
87	14	16	74	82
54	21	27	96	5
14	42	91	19	65
63	30	71	23	46
10	75	38	44	56
63	37	65	17	75
100	52	96	47	72
82	19	92	32	92
68	50	54	31	38
85	27	89	87	2
40	90	70	100	92
16	82	50	65	35
12	89	60	96	24
96	72	59	49	63
51	35	9	9	98
92	20	44	4	81
64	18	30	71	56
56	10	97	3	74
85	27	19	31	100
42	85	47	82	10
34	11	96	100	61
76	99	69	7	14
100	18	14	72	56
25	11	96	20	69
38	47	95	59	49
16	36	62	58	93
27	66	77	77	79
71	68	16	70	45
62	35	46	83	31
73	88	93	45	21
65	35	83	16	46
95	8	41	10	69
100	86	44	13	67
66	35	10	83	36
46	86	66	33	91
6	6	77	67	29
24	25	50	7	33
27	97	30	52	53
68	41	37	62	53
87	61	89	35	12
19	89	29	98	93
10	38	94	38	46
45	3	41	1	88
3	12	54	7	97
35	44	19	29	55
38	28	17	54	16
91	92	26	79	9
10	75	28	4	79
61	16	21	35	52
25	23	9	64	48
70	24	18	72	95
92	33	40	66	22
15	57	85	63	32
49	14	26	48	63
55	36	4	59	47
43	63	20	97	49
77	11	14	41	48
61	19	33	12	76
70	71	95	88	23
68	61	28	48	83
67	20	15	97	36
71	59	83	47	30
60	68	33	24	59
71	21	33	59	59
5	90	94	5	7
98	31	30	73	10
7	42	65	7	3
59	83	34	63	46
55	56	47	34	5
57	16	65	39	40
36	15	17	45	80
68	48	88	42	77
11	81	94	19	100
69	47	24	51	85
88	54	17	79	80
10	81	46	6	29
42	65	55	44	94
23	28	70	29	53
60	13	93	25	18
87	21	13	90	66
28	15	50	22	6
44	63	79	5	26
55	18	20	22	85
28	87	85	43	22
35	63	62	18	80
39	28	26	88	39
36	94	17	71	38
11	61	77	48	69
7	27	92	67	13
79	16	55	30	88
46	98	8	92	24
31	46	50	92	82
6	97	82	99	68
64	60	100	3	80
1	52	29	78	14
82	76	98	33	55
98	63	60	99	72
8	32	59	59	40
64	65	84	92	14
20	12	90	19	88
89	60	90	87	50
91	94	80	27	79
53	96	89	29	94
50	87	82	94	32
55	49	64	75	68
53	10	21	80	2
54	6	78	61	43
97	98	31	57	34
85	96	93	72	79
69	99	74	28	70
93	72	39	18	14
74	63	66	20	47
7	47	39	5	54
80	1	68	10	87
18	86	96	90	21
91	10	80	54	43
22	92	19	57	90
30	95	94	84	67
58	58	37	46	18
38	34	18	32	92
97	100	94	54	47
62	100	91	50	46
42	58	65	81	20
100	60	3	53	29
79	82	80	49	60
33	66	58	40	97
70	68	59	18	83
49	71	95	21	86
90	98	86	51	70
28	1	58	10	83
17	62	71	34	13
19	80	50	18	66
95	46	21	71	87
79	26	47	20	46
80	70	36	38	30
30	50	52	89	38
31	29	47	71	21
77	35	1	86	8
18	39	9	4	97
65	23	23	56	78
56	70	100	59	87
68	74	44	70	94
9	75	92	26	95
99	60	40	95	88
16	74	94	8	74
69	81	5	9	43
5	31	33	33	64
94	71	97	80	78
80	2	57	4	18
80	81	84	17	64
36	30	15	2	93
28	29	4	100	89
64	6	15	82	47
89	18	4	84	99
96	95	87	36	79
3	57	38	52	71
5	51	90	28	32
79	35	57	63	48
24	68	12	81	35
83	91	76	73	3
